1756055358	95
1756055373	95
1756055388	95
1756055403	95
1756055418	95
1756055433	95
1756055448	95
1756055463	95
1756055478	95
1756055493	95
1756055508	95
1756055523	95
1756055538	95
1756055553	95
1756055568	95
1756055583	95
1756055598	95
1756055613	95
1756055628	95
1756055643	95
1756055658	95
1756055673	95
1756055688	95
1756055703	95
1756055718	95
1756055733	95
1756055748	95
1756055763	95
1756055778	95
1756055793	95
1756055808	94.99999999999999
1756055823	95
1756055838	95
1756055853	95.00000000000001
1756055868	95.00000000000001
1756055883	95.00000000000001
1756055898	95
1756055913	95.00000000000001
1756055928	95.00000000000001
1756055943	95.00000000000001
1756055958	95
1756055973	95.00000000000001
1756055988	95.00000000000001
1756056003	95.00000000000001
1756056018	94.99999999999999
1756056033	95
1756056048	95
1756056063	95
1756056078	95
1756056093	95
1756056108	95.00000000000001
1756056123	95
1756056138	95
1756056153	95
1756056168	95
1756056183	95
1756056198	95
1756056213	95
1756056228	95
1756056243	95
1756056258	95
